iter	RMSE
151	0.2026203759
152	0.2019637434
153	0.2013450816
154	0.2007139422
155	0.2000414114
156	0.1993572299
157	0.1987228484
158	0.1980707384
159	0.1973940124
160	0.1967368018
161	0.1961156741
162	0.1955218761
163	0.1949789069
164	0.1943802275
165	0.1937712267
166	0.1932093363
167	0.1926147571
168	0.192026658
169	0.191431513
170	0.1908147163
171	0.1902210846
172	0.189680271
173	0.1891013136
174	0.1885469333
175	0.1879700088
176	0.1874025489
177	0.1869008793
178	0.1863796264
179	0.1858707428
180	0.1853642625
181	0.1848193714
182	0.1842595175
183	0.1837198028
184	0.1832056808
185	0.1826514056
186	0.1821684061
187	0.1817154713
188	0.1812211358
189	0.1807131315
190	0.1801677288
191	0.1796234259
192	0.1791672061
193	0.178680082
194	0.1781648093
195	0.1776591439
196	0.1772234408
197	0.1767328111
198	0.176311213
199	0.1758254128
200	0.1753759985
201	0.1749159093
202	0.1744201971
203	0.1739672131
204	0.1735447452
205	0.1730950985
206	0.1726099397
207	0.1721812963
208	0.1717583773
209	0.1713362757
210	0.1709049355
211	0.1704839544
212	0.1700375594
213	0.1696011292
214	0.1691688723
215	0.1687698474
216	0.1683658056
217	0.1679538444
218	0.1675449036
219	0.1671558614
220	0.1667191428
221	0.1663310637
222	0.1659129372
223	0.1655287791
224	0.1651729517
225	0.1647798706
226	0.1643900047
227	0.1639703926
228	0.1636089274
229	0.1632514708
230	0.162882595
231	0.1624752359
232	0.1621107538
233	0.1617669125
234	0.1614172613
235	0.1610511396
236	0.1606734086
237	0.1603327279
238	0.1599896631
239	0.1596502416
240	0.1593249763
241	0.1589731288
242	0.1586386249
243	0.1583280422
244	0.1579797484
245	0.1576522752
246	0.1573203377
247	0.1570139013
248	0.1567344077
249	0.1564183886
250	0.1561094119
251	0.1557739136
252	0.1554505006
253	0.1551538391
254	0.1548287217
255	0.1545107469
256	0.1542003572
257	0.1538978485
258	0.153611532
259	0.1532949857
260	0.1530193847
261	0.152720664
262	0.1524236999
263	0.1521338038
264	0.1518594304
265	0.151609093
266	0.1513311463
267	0.1510071722
268	0.150724403
269	0.1504391681
270	0.1501721652
271	0.1498541184
272	0.1495873862
273	0.1493186623
274	0.1490230281
275	0.148730146
276	0.1484788654
277	0.1482286767
278	0.1479456287
279	0.1476856171
280	0.1473862645
281	0.1471221773
282	0.1468690572
283	0.1466250133
284	0.146364534
285	0.1461278847
286	0.1458725082
287	0.1456339428
288	0.1454096327
289	0.1451609379
290	0.144900472
291	0.1446690039
292	0.144446117
293	0.144201843
294	0.1439486384
295	0.1436991609
296	0.1434550481
297	0.1432245723
298	0.1429705308
299	0.1427665424
300	0.142495494
301	0.1422160107
302	0.1419917055
303	0.1417990244
304	0.1415957233
305	0.1413862372
306	0.1411897528
307	0.1409672197
308	0.1407899965
309	0.1405798979
310	0.1403307281
311	0.1401366541
312	0.1399093696
313	0.1397171464
314	0.1394845529
315	0.1392854642
316	0.1390991923
317	0.1388813586
318	0.1386718939
319	0.1384281962
320	0.1382410597
321	0.1380280693
322	0.1378557804
323	0.1376488
324	0.1374366789
325	0.1372316945
326	0.1370086446
327	0.136783443
328	0.1366138654
329	0.1364148044
330	0.136236267
331	0.1360529351
332	0.1358550163
333	0.13570837
334	0.1355226934
335	0.1353476629
336	0.1351361346
337	0.1349249665
338	0.1347703809
339	0.1346087954
340	0.1344216952
341	0.1342732581
342	0.1341027165
343	0.1339171628
344	0.1337652996
345	0.1335665435
346	0.1333715676
347	0.1332235898
348	0.1330591912
349	0.1328863468
350	0.1327076397
351	0.1325547404
352	0.1323949972
353	0.1322562684
354	0.1320854223
355	0.1319041129
356	0.1317512949
357	0.1316253043
358	0.1314449584
359	0.1312519751
360	0.1310972245
361	0.130949021
362	0.1307749461
363	0.1306249178
364	0.1304799501
365	0.1303209852
366	0.1301880012
367	0.1300362203
368	0.1298679876
369	0.1296742744
370	0.1295256078
371	0.1293836017
372	0.1292344238
373	0.1290861938
374	0.1289522516
375	0.128808406
376	0.1286678938
377	0.1285156227
378	0.128361215
379	0.1282185441
380	0.1280778012
381	0.1279265783
382	0.1277756072
383	0.1276371901
384	0.1274577091
385	0.1273409117
386	0.1272088819
387	0.1270734542
388	0.126893127
389	0.1267506153
390	0.1265857618
391	0.1264396089
392	0.1262963956
393	0.1261664425
394	0.1260230405
395	0.1258792901
396	0.1257545627
397	0.1256264387
398	0.1255009641
399	0.1253883541
400	0.1252750035
401	0.1251670628
402	0.1250396734
403	0.1249170385
404	0.1247874907
405	0.1246806194
406	0.124551102
407	0.1244233909
408	0.1243100537
409	0.1241979992
410	0.1240608338
411	0.1239367003
412	0.1238159537
413	0.1237048471
414	0.1235596262
415	0.1234343721
416	0.1233073709
417	0.1231605486
418	0.1230599425
419	0.1229379725
420	0.1228419294
421	0.1227050584
422	0.1225859858
423	0.1224557137
424	0.1223460826
425	0.1222290311
426	0.1221134912
427	0.1219879821
428	0.1218520312
429	0.1217515471
430	0.1216365973
431	0.1215248873
432	0.1213867458
433	0.1212805723
434	0.1211685554
435	0.1210631357
436	0.1209516712
437	0.1208375009
438	0.120736378
439	0.1206256582
440	0.1204796122
441	0.1203880247
442	0.1202810337
443	0.1201730037
444	0.1200786149
445	0.1199817874
446	0.1198867306
447	0.119768272
448	0.1196807118
449	0.1195649863
450	0.1194473799
451	0.1193312435
452	0.1192293668
453	0.1191314306
454	0.119030169
455	0.1189383404
456	0.1188540363
457	0.1187479515
458	0.1186401748
459	0.1185266873
460	0.1184199591
461	0.1183365325
462	0.1182209833
463	0.1181296286
464	0.118035059
465	0.1179678769
466	0.1178806681
467	0.1177910999
468	0.1177000182
469	0.1176007821
470	0.1174864315
471	0.1174058401
472	0.1173163177
473	0.1172257
474	0.1171276062
475	0.1170210514
476	0.1169465858
477	0.1168133321
478	0.1167325787
479	0.1166491672
480	0.1165786985
481	0.1164854947
482	0.1163949379
483	0.1163037914
484	0.1162083204
485	0.1161181491
486	0.1160021572
487	0.1159139625
488	0.1158358783
489	0.1157414518
490	0.1156653116
491	0.1155910744
492	0.1154939589
493	0.1154251705
494	0.115319517
495	0.1152505351
496	0.1151607769
497	0.1150643178
498	0.1149859741
499	0.11491466
500	0.1148286749
501	0.1147448057
502	0.1146667356
503	0.1145743353
504	0.1145012304
505	0.1144161233
506	0.1143359738
507	0.1142408027
508	0.1141651449
509	0.1140836604
510	0.1139885174
511	0.1139018951
512	0.1138183484
513	0.1137366486
514	0.1136430023
515	0.1135468556
516	0.1134707967
517	0.1133987391
518	0.1133072849
519	0.1132315335
520	0.113140662
521	0.1130738269
522	0.1130026163
523	0.1129191297
524	0.1128545696
525	0.1127614781
526	0.1126597387
527	0.1125795475
528	0.1124972257
529	0.1124269874
530	0.1123549234
531	0.1122852297
532	0.112232386
533	0.1121666419
534	0.112069876
535	0.1119881391
536	0.1119204246
537	0.1118634409
538	0.1117724101
539	0.111696206
540	0.1116139077
541	0.1115353821
542	0.1114335543
543	0.1113324535
544	0.1112595418
545	0.1111854575
546	0.1111240787
547	0.1110627775
548	0.1109772222
549	0.1108886605
550	0.1108306162
551	0.1107561979
552	0.1106872068
553	0.1106064853
554	0.110534492
555	0.1104490149
556	0.1103881123
557	0.1103242154
558	0.1102448458
559	0.1101778012
560	0.1101113554
561	0.110057236
562	0.1099938205
563	0.1099384064
564	0.1098743741
565	0.1098000426
566	0.1097148106
567	0.1096385366
568	0.1095470253
569	0.1094668338
570	0.109385388
571	0.1093233036
572	0.1092642515
573	0.1091983449
574	0.1091463757
575	0.109082289
576	0.1090305128
577	0.108983133
578	0.1089146889
579	0.1088522318
580	0.1087622698
581	0.1086889302
582	0.1086325258
583	0.1085877958
584	0.1085135424
585	0.1084463201
586	0.1084039758
587	0.1083279365
588	0.1082707222
589	0.1082117537
590	0.1081354788
591	0.1080751733
592	0.1080246419
593	0.1079608704
594	0.1078928042
595	0.107826452
596	0.1077841812
597	0.1077214377
598	0.1076747698
599	0.1076290863
600	0.1075701786
601	0.1075082987
602	0.1074569304
603	0.107399681
604	0.107331653
605	0.1072919069
606	0.1072368737
607	0.1071964998
608	0.1070997829
609	0.1070276326
610	0.106976139
611	0.1069146464
612	0.106856822
613	0.1068130275
614	0.1067550832
615	0.1066952398
616	0.1066383427
617	0.1065678449
618	0.1065070566
619	0.1064395076
620	0.1063742848
621	0.1063372344
622	0.1062773227
623	0.1062310824
624	0.106192175
625	0.1061267484
626	0.1060765347
627	0.1060022024
628	0.105930141
629	0.1058545875
630	0.1057938669
631	0.1057512717
632	0.1056974762
633	0.1056451822
634	0.1055920176
635	0.1055229229
636	0.1054570535
637	0.1053862937
638	0.10533192
639	0.1052837406
640	0.1052421084
641	0.1051831618
642	0.105128104
643	0.1050763283
644	0.1050408669
645	0.1050042189
646	0.104964104
647	0.1049181934
648	0.1048625794
649	0.1048168907
650	0.1047700529
651	0.1047064335
652	0.1046643638
653	0.1045859298
654	0.1045369491
655	0.1045029023
656	0.1044392604
657	0.1043869473
658	0.1043582072
659	0.104300545
660	0.1042497879
661	0.1042007951
662	0.104142215
663	0.1040957809
664	0.104036927
665	0.103992777
666	0.103947053
667	0.1039025696
668	0.1038681074
669	0.1038100479
670	0.1037798497
671	0.1037117117
672	0.1036628203
673	0.1036095907
674	0.1035610568
675	0.1035150713
676	0.1034608668
677	0.103399712
678	0.1033482004
679	0.1032977012
680	0.1032520293
681	0.1032067579
682	0.1031667073
683	0.1031068042
684	0.1030399474
685	0.103004247
686	0.1029686358
687	0.1029312253
688	0.1028967537
689	0.1028334856
690	0.1027824683
691	0.1027444256
692	0.1026958451
693	0.1026450977
694	0.1025943687
695	0.1025634327
696	0.1025319745
697	0.1024833592
698	0.1024464236
699	0.1024124649
700	0.1023257896
701	0.1022709422
702	0.1022422539
703	0.1022097444
704	0.1021514581
705	0.1021053344
706	0.1020589512
707	0.1020119125
708	0.1019716248
709	0.1018954654
710	0.1018575532
711	0.1018378621
712	0.1018094845
713	0.1017697917
714	0.1017331037
715	0.101690614
716	0.1016393064
717	0.1016184159
718	0.1015796934
719	0.1015317673
720	0.1014773946
721	0.1014337398
722	0.1014043565
723	0.1013555818
724	0.1012958812
725	0.1012609921
726	0.1012154877
727	0.1011708307
728	0.1011176893
729	0.1010804467
730	0.1010277613
731	0.1009812774
732	0.1009224543
733	0.1008755803
734	0.1008450644
735	0.1007920107
736	0.1007625244
737	0.1007029692
738	0.1006634455
739	0.1006306792
740	0.1005917003
741	0.1005459074
742	0.1004999508
743	0.1004361322
744	0.1003977525
745	0.1003679011
746	0.1003122857
747	0.1002927913
748	0.1002611995
749	0.1002256221
750	0.1001948907
751	0.1001494354
752	0.1000842611
753	0.1000140783
754	0.09996601118
755	0.09992819043
756	0.09988625391
757	0.09985292952
758	0.09980095304
759	0.09977066691
760	0.09973308406
761	0.09969417897
762	0.09966816025
763	0.0996245957
764	0.09959185062
765	0.09954406578
766	0.09951375007
767	0.09947511498
768	0.09944509813
769	0.09940669216
770	0.09935491368
771	0.09931124764
772	0.09925239888
773	0.09921518551
774	0.09916879606
775	0.09911730843
776	0.0990649513
777	0.09904243702
778	0.09899295445
779	0.09894428662
780	0.09890218429
781	0.09887245592
782	0.09883357844
783	0.09880071403
784	0.0987625034
785	0.09872138693
786	0.09868899565
787	0.09863897916
788	0.09859794224
789	0.09856255785
790	0.09852648938
791	0.09847498513
792	0.09842400265
793	0.09838423296
794	0.0983573402
795	0.09832879763
796	0.09829210748
797	0.09826084949
798	0.0982207226
799	0.09817304932
800	0.09814010363
801	0.09809925377
802	0.09805611051
803	0.09803350477
804	0.09799103418
805	0.09794252229
806	0.09789596527
807	0.09784889623
808	0.09782139283
809	0.09778861271
810	0.09776074413
811	0.09772935004
812	0.09768464722
813	0.09764667194
814	0.09761111118
815	0.0975748136
816	0.09751850557
817	0.09748560318
818	0.09745473608
819	0.09742182759
820	0.09738458768
821	0.09733530833
822	0.09728297959
823	0.09723528486
824	0.09719654536
825	0.09717189003
826	0.09713918981
827	0.09710062528
828	0.0970611261
829	0.09701542737
830	0.09697505825
831	0.09690721508
832	0.0968723982
833	0.09683200078
834	0.09679183028
835	0.09675017042
836	0.0967187732
837	0.09668824983
838	0.09665151486
839	0.09660873519
840	0.09656762151
841	0.09648661796
842	0.09644310284
843	0.09641158463
844	0.09637305377
845	0.09632964546
846	0.09628654009
847	0.09624900907
848	0.09621898056
849	0.09617875834
850	0.09614561941
851	0.09610009478
852	0.0960803491
853	0.09604308281
854	0.09600989398
855	0.09599491372
856	0.09595612043
857	0.09591707807
858	0.0958779732
859	0.0958415499
860	0.09580017242
861	0.09574024968
862	0.09570589772
863	0.09566292318
864	0.09562398115
865	0.09557255707
866	0.09552764795
867	0.09546213113
868	0.09543482255
869	0.0954047139
870	0.09537215711
871	0.09533969307
872	0.09529621532
873	0.0952770759
874	0.09524637309
875	0.09521566593
876	0.09515879853
877	0.09512802607
878	0.09508988904
879	0.09505527769
880	0.09501372509
881	0.09498287156
882	0.09494622409
883	0.09491461382
884	0.09487894373
885	0.09483929091
886	0.09479647806
887	0.09476504723
888	0.09473235549
889	0.09469024898
890	0.09466875551
891	0.09463485278
892	0.09459286824
893	0.09455469702
894	0.09451730378
895	0.09447970466
896	0.09442507158
897	0.09440482861
898	0.09436700486
899	0.09433307985
900	0.09429197097
901	0.09426586209
902	0.09423919438
903	0.09420474327
904	0.09416385066
905	0.09413020086
906	0.09410063482
907	0.09406643741
908	0.09403753292
909	0.09400698915
910	0.0939686327
911	0.09391998623
912	0.09388555679
913	0.09385980856
914	0.09380649411
915	0.09378828444
916	0.09375011235
917	0.09371370852
918	0.09368087919
919	0.09365425988
920	0.0936249212
921	0.09358778804
922	0.09354509169
923	0.09350393585
924	0.09347897436
925	0.09343595789
926	0.09340970843
927	0.09337535748
928	0.09334537855
929	0.0933309412
930	0.09330557056
931	0.09327736989
932	0.09323454807
933	0.09321036666
934	0.09316921411
935	0.09314802338
936	0.0931068982
937	0.09305920141
938	0.09302545876
939	0.09299439557
940	0.09296986927
941	0.09294939559
942	0.09292613017
943	0.09289633726
944	0.09287073182
945	0.09284786563
946	0.09281098862
947	0.09278526777
948	0.09274681448
949	0.09270984045
950	0.09267946251
951	0.09266341363
952	0.09261176384
953	0.0925749764
954	0.09254216818
955	0.09250680925
956	0.09247454122
957	0.09245752142
958	0.09242775188
959	0.09237237984
960	0.09233093624
961	0.0922751774
962	0.09224442999
963	0.09220591319
964	0.09217536324
965	0.09213008848
966	0.09209947773
967	0.09205703508
968	0.09203488913
969	0.09200697603
970	0.09198917547
971	0.09196407056
972	0.09194543184
973	0.09189400974
974	0.09185086325
975	0.09183543521
976	0.09179595413
977	0.0917548427
978	0.09173488068
979	0.09169795806
980	0.09167880064
981	0.09163214364
982	0.0915987787
983	0.09158140656
984	0.09155337407
985	0.0915254416
986	0.0914882113
987	0.09146200834
988	0.09143581658
989	0.09141120043
990	0.09138840423
991	0.09135663007
992	0.09130560203
993	0.09127510043
994	0.09123580082
995	0.0912198474
996	0.09120364906
997	0.09117681289
998	0.09114820686
999	0.09112158394
1000	0.09108918232
1001	0.09105488437
1002	0.09102791171
1003	0.09101010123
1004	0.09098386056
1005	0.09095269597
1006	0.09093053441
1007	0.09089420903
1008	0.09085501092
1009	0.09082931926
1010	0.09080935471
1011	0.09077920467
1012	0.09076168663
1013	0.0907337406
1014	0.09069973245
1015	0.09066049939
1016	0.09063575719
1017	0.09060923646
1018	0.09059331798
1019	0.09054866436
1020	0.09053071234
1021	0.09050839657
1022	0.09049162478
1023	0.09045533495
1024	0.09040339172
1025	0.0903583547
1026	0.09032927141
1027	0.0902983595
1028	0.09026775581
1029	0.09023091575
1030	0.09020291366
1031	0.09017086885
1032	0.09012045802
1033	0.0900892799
1034	0.09006919867
1035	0.09005011365
1036	0.09001619761
1037	0.09000721841
1038	0.0899886281
1039	0.08995635822
1040	0.08993598598
1041	0.08990677513
1042	0.08988434784
1043	0.08985998512
1044	0.08981344467
1045	0.08978038974
1046	0.08974322045
1047	0.08971527308
1048	0.08970101348
1049	0.08966829053
1050	0.08962600655
1051	0.08959853924
1052	0.0895729803
1053	0.08954816171
1054	0.08951832939
1055	0.08948634306
1056	0.08945351091
1057	0.08942358316
1058	0.08939356643
1059	0.08936224342
1060	0.08933018173
1061	0.08930834904
1062	0.089292276
1063	0.08926147777
1064	0.08923377728
1065	0.08920062149
1066	0.08916996203
1067	0.08914229116
1068	0.08910797436
1069	0.08907538353
1070	0.08904114842
1071	0.08902260446
1072	0.0890120065
1073	0.08898444672
1074	0.0889696334
1075	0.08894287778
1076	0.08892093449
1077	0.0888982606
1078	0.08887091464
1079	0.08886533744
1080	0.08885437856
1081	0.08883111537
1082	0.08879959268
1083	0.08876272398
1084	0.08874229237
1085	0.08870856785
1086	0.08866254794
1087	0.08863169598
1088	0.08860310489
1089	0.08857724616
1090	0.08854876721
1091	0.088530943
1092	0.08850049227
1093	0.08844112451
1094	0.08841897961
1095	0.08839341052
1096	0.0883644207
1097	0.08834891034
1098	0.08833324926
1099	0.08831318978
1100	0.08828503374
1101	0.08827856543
1102	0.08823561077
1103	0.08819966242
1104	0.08817171917
1105	0.08814885462
1106	0.08810779704
1107	0.08807992753
1108	0.08805418548
1109	0.08803079476
1110	0.08802480551
1111	0.08799555718
1112	0.08796508474
1113	0.08795142838
1114	0.08792162303
1115	0.08789795317
1116	0.087877943
1117	0.08786939103
1118	0.08785457852
1119	0.08781930202
1120	0.0877944862
1121	0.08778812938
1122	0.08778239564
1123	0.0877542679
1124	0.08774281215
1125	0.08772025081
1126	0.08767763952
1127	0.08764982608
1128	0.08763310217
1129	0.08760088793
1130	0.08758328464
1131	0.08754239017
1132	0.08751987232
1133	0.08748432098
1134	0.08743249964
1135	0.08739446253
1136	0.0873695792
1137	0.08734379187
1138	0.08731684739
1139	0.08728990465
1140	0.08728297369
1141	0.08724446125
1142	0.08722274758
1143	0.08719179522
1144	0.08715478682
1145	0.08714994653
1146	0.08711528148
1147	0.08708615505
1148	0.08707590489
1149	0.087037364
1150	0.08702128526
1151	0.08698976966
1152	0.08696213882
1153	0.08695264951
1154	0.08691969151
1155	0.08691080211
1156	0.08688133102
1157	0.08687670761
1158	0.08684131081
1159	0.08681623642
1160	0.0868017681
1161	0.08679624533
1162	0.08676555151
1163	0.08673836869
1164	0.08670216478
1165	0.08669694973
1166	0.08667426688
1167	0.08666901471
1168	0.0866446895
1169	0.08663837158
1170	0.0866175409
1171	0.08659451747
1172	0.08656533755
1173	0.08655263434
1174	0.08651509919
1175	0.08651097747
1176	0.0865043507
1177	0.08648296632
1178	0.08644537735
1179	0.08641599899
1180	0.08639351069
1181	0.08636357744
1182	0.08633036045
1183	0.08629865657
1184	0.08629165235
1185	0.08625367186
1186	0.08623531277
1187	0.08622995638
1188	0.08620386384
1189	0.08619510253
1190	0.08617431523
1191	0.08613901745
1192	0.08612215777
1193	0.08610885594
1194	0.08608060631
1195	0.08605470374
1196	0.0860154542
1197	0.08598841288
1198	0.0859663592
1199	0.08594243939
1200	0.0859155738
1201	0.08590721294
1202	0.08587475755
1203	0.08582661321
1204	0.08580653828
1205	0.08577356535
1206	0.08575404153
1207	0.08574900124
1208	0.08571608842
1209	0.0856793985
1210	0.08565430767
1211	0.08564871446
1212	0.0856277554
1213	0.08561956525
1214	0.08559547053
1215	0.08556480489
1216	0.08555841859
1217	0.08554809208
1218	0.08552915673
1219	0.08549821552
1220	0.08546989219
1221	0.08546496303
1222	0.08546004704
1223	0.08542948909
1224	0.08542324014
1225	0.08541823788
1226	0.08541252025
1227	0.08537906004
1228	0.08535334639
1229	0.08532491921
1230	0.08531198021
1231	0.08530635747
1232	0.08527702928
1233	0.08527166076
1234	0.08524377402
1235	0.08523766831
1236	0.08520514172
1237	0.08517348033
1238	0.08516774882
1239	0.08516149344
1240	0.08515619167
1241	0.0851376071
1242	0.0851130983
1243	0.0850756379
1244	0.08507071576
1245	0.08504014873
1246	0.08500723367
1247	0.0849769564
1248	0.08497173626
1249	0.08494608229
1250	0.08494159573
1251	0.08490804073
1252	0.0848695506
1253	0.08483245021
1254	0.08482785577
1255	0.0848138487
1256	0.08478704892
1257	0.08475566921
1258	0.08475072381
1259	0.08474515691
1260	0.08470331386
1261	0.08468957835
1262	0.08467941596
1263	0.08466770592
1264	0.08466269995
1265	0.08462841773
1266	0.08462105374
1267	0.08461728598
1268	0.08459249264
1269	0.08458436846
1270	0.08455931462
1271	0.08454704542
1272	0.08453747228
1273	0.08452486084
1274	0.08449298791
1275	0.08448329712
1276	0.08445643921
1277	0.08444874983
1278	0.08444364499
1279	0.08443745642
1280	0.08443013254
1281	0.0844166513
1282	0.08438159351
1283	0.08437246386
1284	0.08434489818
1285	0.08434135873
1286	0.08430562532
1287	0.08428140678
1288	0.08425495867
1289	0.08424519853
1290	0.084239583
1291	0.08420433558
1292	0.08419956644
1293	0.084176985
1294	0.08415506102
1295	0.0841499768
1296	0.08414443848
1297	0.08412528263
1298	0.08410535773
1299	0.08408661836
1300	0.08405787788
1301	0.08403395938
1302	0.08400064694
1303	0.08397617561
1304	0.08397276755
1305	0.08396807741
1306	0.08395141002
1307	0.08394581974
1308	0.08394070371
1309	0.08391170958
1310	0.08388413408
1311	0.0838610441
1312	0.08385193041
1313	0.08382277631
1314	0.08379098013
1315	0.08378536516
1316	0.08378109928
1317	0.08377074868
1318	0.08374369341
1319	0.08373403376
1320	0.08372881633
1321	0.08370893416
1322	0.08366621592
1323	0.08364714829
1324	0.08364191449
1325	0.08361842949
1326	0.08361330164
1327	0.08358783465
1328	0.08357630831
1329	0.08354580213
1330	0.08353030372
1331	0.08349902579
1332	0.08347093858
1333	0.0834351073
1334	0.08339432568
1335	0.08338866599
1336	0.08337837582
1337	0.08337443172
1338	0.08336436022
1339	0.08332158179
1340	0.08328605427
1341	0.08326202689
1342	0.08324160447
1343	0.08323428105
1344	0.08321412224
1345	0.08318816221
1346	0.08316783352
1347	0.08314342728
1348	0.08312039252
1349	0.0831099917
1350	0.08305575706
1351	0.08303349808
1352	0.08299741925
1353	0.08297625786
1354	0.08295490913
1355	0.08292868307
1356	0.08291731547
1357	0.08290939694
1358	0.08289641834
1359	0.08286694216
1360	0.08285694956
1361	0.0828300019
1362	0.08281368706
1363	0.08279267416
1364	0.08278675903
1365	0.082756893
1366	0.08272099472
1367	0.0826959463
1368	0.08267125017
1369	0.08266596917
1370	0.08263906443
1371	0.08261271032
1372	0.08258254322
1373	0.0825702311
1374	0.08255925362
1375	0.08253509704
1376	0.08251965068
1377	0.08251454925
1378	0.08250705676
1379	0.08246419389
1380	0.08243699237
1381	0.08240863163
1382	0.08239602327
1383	0.0823761048
1384	0.08236907214
1385	0.08233845339
1386	0.0823116065
1387	0.08230686353
1388	0.08230218803
1389	0.0822827334
1390	0.08227127852
1391	0.08226514647
1392	0.0822368605
1393	0.08222466019
1394	0.08220826097
1395	0.08218398562
1396	0.08214058604
1397	0.08211585661
1398	0.08210645101
1399	0.0820862147
1400	0.08205888843
1401	0.08204825658
1402	0.08202995035
1403	0.0820259225
1404	0.08198415019
1405	0.08197992605
1406	0.08196776346
1407	0.0819337782
1408	0.08192478638
1409	0.08190907532
1410	0.08188452404
1411	0.08187923347
1412	0.08185386595
1413	0.08184963887
1414	0.08183646684
1415	0.08183271966
1416	0.08181112257
1417	0.0817696293
1418	0.08173739339
1419	0.08173290804
1420	0.08171836309
1421	0.08168890378
1422	0.08168410725
1423	0.08167610535
1424	0.08166249942
1425	0.08164394099
1426	0.08163939857
1427	0.08163520728
1428	0.08159350357
1429	0.0815751455
1430	0.08157003535
1431	0.0815634812
1432	0.08153165265
1433	0.08152796001
1434	0.08149409975
1435	0.08147530483
1436	0.08146826454
1437	0.08143235329
1438	0.08142280599
1439	0.08141035179
1440	0.08138279322
1441	0.08136644632
1442	0.08133507307
1443	0.08133068367
1444	0.0813265001
1445	0.08131494215
1446	0.08131092087
1447	0.08127705402
1448	0.0812718362
1449	0.08125644457
1450	0.08122605664
1451	0.08120019524
1452	0.08117733467
1453	0.08113197821
1454	0.08112794802
1455	0.08109884905
1456	0.08107882028
1457	0.08106298767
1458	0.08105201138
1459	0.08104474134
1460	0.08102385653
1461	0.08101504325
1462	0.08100220011
1463	0.08097461394
1464	0.08096939869
1465	0.08096304564
1466	0.0809464629
1467	0.0809430002
1468	0.08093113261
1469	0.0809052486
1470	0.08089576355
1471	0.08088486069
1472	0.08088034395
1473	0.08087262745
1474	0.08084808339
1475	0.0808372862
1476	0.08080753435
1477	0.08080287376
1478	0.08079884273
1479	0.08077162613
1480	0.08074331486
1481	0.08073870633
1482	0.08073433135
1483	0.08071029134
1484	0.08069851306
1485	0.08066013698
1486	0.08062740769
1487	0.08061161116
1488	0.08060721074
1489	0.08058715771
1490	0.08056771889
1491	0.08055232175
1492	0.08054114281
1493	0.0805132583
1494	0.08047724119
1495	0.08046330088
1496	0.0804557525
1497	0.08043590874
1498	0.08041278305
1499	0.08039554354
1500	0.08035377445
1501	0.08032491427
1502	0.08030773174
1503	0.08028900029
1504	0.0802473473
1505	0.08024293933
