iter	RMSE
1506	0.08021773257
1507	0.0802058787
1508	0.08020057493
1509	0.08019642176
1510	0.08017531991
1511	0.08016238593
1512	0.08013886415
1513	0.08012081733
1514	0.08009759424
1515	0.08007781352
1516	0.08007415788
1517	0.08004675229
1518	0.08001908138
1519	0.07999871516
1520	0.07995771954
1521	0.07993389187
1522	0.07992544883
1523	0.07988999835
1524	0.07988458671
1525	0.0798522565
1526	0.07984104411
1527	0.0798354477
1528	0.07981844103
1529	0.07981480321
1530	0.07978997313
1531	0.07976908415
1532	0.07975174588
1533	0.07972772427
1534	0.07970635249
1535	0.07970227288
1536	0.07969694381
1537	0.0796646152
1538	0.0796284325
1539	0.07962498895
1540	0.07960208906
1541	0.07957993996
1542	0.07954718805
1543	0.07952488063
1544	0.07949328574
1545	0.07947409646
1546	0.0794481296
1547	0.07943434996
1548	0.07941413428
1549	0.07939520714
1550	0.07939049182
1551	0.07938628375
1552	0.0793763762
1553	0.07937260361
1554	0.07935544933
1555	0.07934999528
1556	0.0793464578
1557	0.07934186592
1558	0.07931786922
1559	0.07927464184
1560	0.0792268534
1561	0.07920750727
1562	0.07917437771
1563	0.07915695632
1564	0.07915398776
1565	0.07913310273
1566	0.07910317969
1567	0.07909843932
1568	0.07909411545
1569	0.07906274208
1570	0.0790468306
1571	0.07903987353
1572	0.0790204407
1573	0.07900710891
1574	0.07900233153
1575	0.07899856152
1576	0.0789718203
1577	0.07894676517
1578	0.0789367136
1579	0.07890351772
1580	0.07888703682
1581	0.07888170535
1582	0.07887686894
1583	0.07885948486
1584	0.07884447164
1585	0.07884023929
1586	0.07881608887
1587	0.07877880734
1588	0.07875726888
1589	0.07873371216
1590	0.07871650245
1591	0.07868768821
1592	0.07868371159
1593	0.07866270084
1594	0.07863872577
1595	0.07862321813
1596	0.07861918988
1597	0.07861206888
1598	0.07858902811
1599	0.07856852932
1600	0.07855517997
1601	0.07854155184
1602	0.07850917796
1603	0.07850573967
1604	0.07847942441
1605	0.07844901311
1606	0.07842946597
1607	0.07841207497
1608	0.07838793801
1609	0.0783630927
1610	0.07834595376
1611	0.07830610544
1612	0.07828929119
1613	0.07827793932
1614	0.07825180227
1615	0.07823520286
1616	0.0782097156
1617	0.07819242568
1618	0.07817254257
1619	0.07814621104
1620	0.07813773941
1621	0.07811055121
1622	0.07807863351
1623	0.07805287551
1624	0.07802183706
1625	0.07798610028
1626	0.07796311365
1627	0.07795860319
1628	0.07794844479
1629	0.07792731527
1630	0.07790033165
1631	0.07788451583
1632	0.07784905894
1633	0.07783068666
1634	0.07780888626
1635	0.07778355033
1636	0.07776148255
1637	0.07775508914
1638	0.07772991425
1639	0.07772358621
1640	0.07771090481
1641	0.07768414884
1642	0.07765092054
1643	0.07764787116
1644	0.07764356205
1645	0.07762286471
1646	0.07759979709
1647	0.07759615911
1648	0.07757498859
1649	0.07755804739
1650	0.07754688113
1651	0.07752667602
1652	0.07749737887
1653	0.07745833168
1654	0.07743600534
1655	0.07742425629
1656	0.07741389088
1657	0.07740095578
1658	0.07739675608
1659	0.07736842415
1660	0.07734062761
1661	0.07731040848
1662	0.07728916566
1663	0.07725492867
1664	0.07724887102
1665	0.07722493134
1666	0.07720428491
1667	0.07719101386
1668	0.07718616713
1669	0.07716711206
1670	0.07715933063
1671	0.07715551925
1672	0.07712519277
1673	0.07709455895
1674	0.07706521095
1675	0.07703488955
1676	0.07700762755
1677	0.0769857168
1678	0.07697774762
1679	0.07695513872
1680	0.07693533171
1681	0.07689414193
1682	0.07686723527
1683	0.07685747324
1684	0.07684001881
1685	0.0768196096
1686	0.07679740206
1687	0.07679289973
1688	0.07678330581
1689	0.07676097827
1690	0.07673033202
1691	0.07672157265
1692	0.07670704325
1693	0.07668066734
1694	0.07666660055
1695	0.0766457818
1696	0.07663148515
1697	0.07662732161
1698	0.07662317609
1699	0.07660785985
1700	0.07657925203
1701	0.0765497099
1702	0.07654562318
1703	0.07651798927
1704	0.07651197302
1705	0.07650288337
1706	0.0764634421
1707	0.0764485598
1708	0.07643110184
1709	0.07641602378
1710	0.07641274483
1711	0.07640131722
1712	0.07637072655
1713	0.07636660439
1714	0.07634305355
1715	0.07632093627
1716	0.07631755843
1717	0.07628878545
1718	0.07626539508
1719	0.07625737345
1720	0.07624249504
1721	0.07620923821
1722	0.0761902368
1723	0.07616435059
1724	0.07616063506
1725	0.07613497715
1726	0.07612102192
1727	0.07609248303
1728	0.07607511055
1729	0.07605539249
1730	0.07604045727
1731	0.07602640874
1732	0.07601986615
1733	0.07601407558
1734	0.07599692806
1735	0.07597337843
1736	0.07595298205
1737	0.07593309498
1738	0.07591537197
1739	0.07589449694
1740	0.07586748644
1741	0.07585152734
1742	0.07584806467
1743	0.07581743126
1744	0.07578285076
1745	0.07576094322
1746	0.07574597149
1747	0.07571849011
1748	0.07568600189
1749	0.0756799956
1750	0.07565456137
1751	0.07561960213
1752	0.07559566044
1753	0.07556723469
1754	0.07555880772
1755	0.07555543783
1756	0.07555102287
1757	0.07553083574
1758	0.07551598895
1759	0.07551134248
1760	0.0754895215
1761	0.0754504976
1762	0.07541618289
1763	0.07539262622
1764	0.07537795748
1765	0.07536301212
1766	0.0753585886
1767	0.07533575273
1768	0.07529931114
1769	0.07529400159
1770	0.07529063296
1771	0.07525948679
1772	0.07523834548
1773	0.07523331675
1774	0.07522722735
1775	0.07522065301
1776	0.0751957699
1777	0.07517079279
1778	0.07515583056
1779	0.07514490136
1780	0.07514145583
1781	0.0751202203
1782	0.07510792333
1783	0.07508079882
1784	0.07507618542
1785	0.07505493283
1786	0.07505056215
1787	0.07501417307
1788	0.07499031849
1789	0.07498620234
1790	0.0749597483
1791	0.07494055209
1792	0.07490867096
1793	0.07488215897
1794	0.07486607237
1795	0.07485562423
1796	0.07482600339
1797	0.07481134577
1798	0.07478713112
1799	0.07477533641
1800	0.07477180233
1801	0.07473960854
1802	0.07472970358
1803	0.07471912045
1804	0.07471553563
1805	0.07469373394
1806	0.07465473617
1807	0.07463801263
1808	0.07462396177
1809	0.07458097484
1810	0.07454585753
1811	0.07452592385
1812	0.07449440072
1813	0.07448332073
1814	0.07447915008
1815	0.07446096576
1816	0.07444086166
1817	0.07442641875
1818	0.07439145408
1819	0.07435890563
1820	0.07434144386
1821	0.07433586705
1822	0.07432010716
1823	0.07431589835
1824	0.07429381485
1825	0.07426614292
1826	0.07423598562
1827	0.0742031319
1828	0.07419946387
1829	0.07417605139
1830	0.0741514949
1831	0.0741301306
1832	0.07410900741
1833	0.07410415019
1834	0.07409069975
1835	0.07406513712
1836	0.07406097463
1837	0.07405300985
1838	0.07403083444
1839	0.07402154945
1840	0.07397705814
1841	0.07397314533
1842	0.0739336702
1843	0.07391481502
1844	0.07388340153
1845	0.07387348676
1846	0.07385128
1847	0.07383269465
1848	0.0738295547
1849	0.07380595256
1850	0.07379293391
1851	0.07378513458
1852	0.07378134007
1853	0.07376568584
1854	0.07373202246
1855	0.07370887646
1856	0.07368697361
1857	0.07368055337
1858	0.0736459874
1859	0.07364166324
1860	0.07362329428
1861	0.07360174111
1862	0.07357634185
1863	0.07355188542
1864	0.07354908604
1865	0.07354529878
1866	0.07354095719
1867	0.07353760345
1868	0.07351797536
1869	0.07348583178
1870	0.07348301363
1871	0.07345087564
1872	0.0734460196
1873	0.07342062119
1874	0.07340185
1875	0.07338584892
1876	0.07338328743
1877	0.07336587894
1878	0.07336165852
1879	0.07332097335
1880	0.0733096887
1881	0.07329365056
1882	0.07326860902
1883	0.07325149686
1884	0.07324299568
1885	0.07321954485
1886	0.07320071245
1887	0.07319636187
1888	0.07319285819
1889	0.07318828952
1890	0.0731594997
1891	0.07313193234
1892	0.07311432225
1893	0.07310485132
1894	0.07308529024
1895	0.07307571608
1896	0.07304400406
1897	0.073035026
1898	0.07300976345
1899	0.07299790577
1900	0.07298568273
1901	0.07295278108
1902	0.072949393
1903	0.07293507715
1904	0.07292191582
1905	0.07289360122
1906	0.07286755641
1907	0.07284637212
1908	0.07282124077
1909	0.07279950049
1910	0.07276215618
1911	0.07274184885
1912	0.07271895623
1913	0.07269339718
1914	0.07267719971
1915	0.07265440099
1916	0.0726307159
1917	0.07262377567
1918	0.07259751234
1919	0.07258649909
1920	0.0725661716
1921	0.07254642296
1922	0.07254349211
1923	0.07251790296
1924	0.07250616575
1925	0.0724825564
1926	0.07246797087
1927	0.07244212564
1928	0.07243990453
1929	0.07242681188
1930	0.07242268298
1931	0.07239930148
1932	0.07237160065
1933	0.07235768466
1934	0.07234926606
1935	0.07233769667
1936	0.07231795643
1937	0.07228519597
1938	0.07225296062
1939	0.07223986615
1940	0.07223650233
1941	0.07220932363
1942	0.07219987303
1943	0.07219105363
1944	0.07218855006
1945	0.07217224134
1946	0.07215277465
1947	0.07214400998
1948	0.07211862445
1949	0.07211572004
1950	0.07208586863
1951	0.07205988307
1952	0.07204248518
1953	0.07201944913
1954	0.07199858071
1955	0.07198009862
1956	0.07195357611
1957	0.07195040173
1958	0.07192755234
1959	0.07189794733
1960	0.07186908269
1961	0.07186009271
1962	0.07185541915
1963	0.07184537889
1964	0.07181850266
1965	0.07179946572
1966	0.07176528763
1967	0.07174546357
1968	0.07173563752
1969	0.07171906463
1970	0.07170605979
1971	0.07170329137
1972	0.07167438513
1973	0.07164991225
1974	0.07162442124
1975	0.07160287471
1976	0.07159560139
1977	0.07157415624
1978	0.07154976895
1979	0.07154659151
1980	0.07154279906
1981	0.07152617204
1982	0.07151416984
1983	0.07149794646
1984	0.07148201353
1985	0.07147434757
1986	0.07145331697
1987	0.07142393795
1988	0.07139434369
1989	0.07137569734
1990	0.07135422283
1991	0.0713427228
1992	0.07129887097
1993	0.07128259744
1994	0.07126518344
1995	0.07124590839
1996	0.07124183244
1997	0.07122600864
1998	0.07118841855
1999	0.07116186043
