iter	Passed	Remaining
1671	11783	2311
1672	11790	2304
1673	11799	2297
1674	11807	2290
1675	11815	2284
1676	11823	2277
1677	11832	2270
1678	11841	2263
1679	11848	2256
1680	11855	2249
1681	11861	2242
1682	11868	2235
1683	11876	2228
1684	11882	2221
1685	11891	2214
1686	11898	2207
1687	11905	2200
1688	11912	2193
1689	11918	2186
1690	11925	2179
1691	11932	2172
1692	11939	2164
1693	11945	2157
1694	11952	2150
1695	11959	2143
1696	11965	2136
1697	11972	2129
1698	11980	2122
1699	11986	2115
1700	11993	2108
1701	12000	2101
1702	12007	2094
1703	12014	2087
1704	12021	2079
1705	12028	2072
1706	12034	2065
1707	12041	2058
1708	12048	2051
1709	12055	2044
1710	12061	2037
1711	12068	2030
1712	12075	2023
1713	12082	2016
1714	12089	2009
1715	12095	2001
1716	12102	1994
1717	12109	1987
1718	12116	1980
1719	12123	1973
1720	12129	1966
1721	12136	1959
1722	12142	1952
1723	12149	1945
1724	12156	1937
1725	12162	1930
1726	12169	1923
1727	12176	1916
1728	12183	1909
1729	12191	1902
1730	12198	1895
1731	12204	1888
1732	12211	1881
1733	12218	1874
1734	12225	1867
1735	12233	1860
1736	12241	1853
1737	12249	1846
1738	12257	1839
1739	12266	1832
1740	12275	1826
1741	12283	1819
1742	12289	1812
1743	12297	1805
1744	12303	1798
1745	12310	1790
1746	12317	1783
1747	12324	1776
1748	12331	1769
1749	12338	1762
1750	12344	1755
1751	12351	1748
1752	12358	1741
1753	12364	1734
1754	12370	1726
1755	12377	1719
1756	12383	1712
1757	12389	1705
1758	12396	1698
1759	12403	1691
1760	12410	1684
1761	12417	1677
1762	12424	1670
1763	12432	1663
1764	12438	1656
1765	12446	1649
1766	12452	1642
1767	12459	1634
1768	12465	1627
1769	12472	1620
1770	12479	1613
1771	12486	1606
1772	12493	1599
1773	12500	1592
1774	12507	1585
1775	12514	1578
1776	12520	1571
1777	12528	1564
1778	12535	1557
1779	12541	1550
1780	12547	1542
1781	12553	1535
1782	12560	1528
1783	12567	1521
1784	12575	1514
1785	12582	1507
1786	12589	1500
1787	12596	1493
1788	12603	1486
1789	12610	1479
1790	12617	1472
1791	12624	1465
1792	12630	1458
1793	12637	1451
1794	12645	1444
1795	12652	1437
1796	12659	1430
1797	12666	1423
1798	12674	1416
1799	12681	1409
1800	12691	1402
1801	12702	1395
1802	12711	1388
1803	12720	1382
1804	12727	1375
1805	12735	1368
1806	12742	1360
1807	12749	1353
1808	12755	1346
1809	12762	1339
1810	12768	1332
1811	12775	1325
1812	12781	1318
1813	12788	1311
1814	12794	1304
1815	12800	1296
1816	12807	1289
1817	12813	1282
1818	12820	1275
1819	12827	1268
1820	12833	1261
1821	12840	1254
1822	12847	1247
1823	12854	1240
1824	12862	1233
1825	12869	1226
1826	12876	1219
1827	12882	1212
1828	12890	1205
1829	12896	1198
1830	12903	1190
1831	12910	1183
1832	12917	1176
1833	12923	1169
1834	12943	1163
1835	12950	1156
1836	12957	1149
1837	12964	1142
1838	12971	1135
1839	12977	1128
1840	12984	1121
1841	12991	1114
1842	12998	1107
1843	13005	1100
1844	13011	1093
1845	13018	1086
1846	13025	1078
1847	13032	1071
1848	13039	1064
1849	13046	1057
1850	13053	1050
1851	13059	1043
1852	13066	1036
1853	13074	1029
1854	13081	1022
1855	13088	1015
1856	13095	1008
1857	13102	1001
1858	13108	994
1859	13117	987
1860	13124	980
1861	13133	973
1862	13141	966
1863	13151	959
1864	13159	952
1865	13167	945
1866	13173	938
1867	13181	931
1868	13187	924
1869	13194	917
1870	13201	910
1871	13208	903
1872	13215	896
1873	13222	889
1874	13229	881
1875	13236	874
1876	13242	867
1877	13250	860
1878	13257	853
1879	13264	846
1880	13272	839
1881	13279	832
1882	13287	825
1883	13294	818
1884	13301	811
1885	13308	804
1886	13315	797
1887	13321	790
1888	13328	783
1889	13335	776
1890	13342	769
1891	13348	761
1892	13355	754
1893	13362	747
1894	13368	740
1895	13376	733
1896	13383	726
1897	13390	719
1898	13397	712
1899	13403	705
1900	13410	698
1901	13416	691
1902	13423	684
1903	13429	677
1904	13436	670
1905	13443	662
1906	13449	655
1907	13456	648
1908	13463	641
1909	13471	634
1910	13479	627
1911	13488	620
1912	13497	613
1913	13507	606
1914	13515	599
1915	13523	592
1916	13531	585
1917	13539	578
1918	13548	571
1919	13556	564
1920	13565	557
1921	13574	550
1922	13583	543
1923	13594	537
1924	13603	530
1925	13611	522
1926	13618	515
1927	13626	508
1928	13634	501
1929	13642	494
1930	13651	487
1931	13658	480
1932	13666	473
1933	13674	466
1934	13681	459
1935	13690	452
1936	13696	445
1937	13704	438
1938	13712	431
1939	13720	424
1940	13727	417
1941	13734	410
1942	13741	403
1943	13748	396
1944	13755	388
1945	13762	381
1946	13769	374
1947	13776	367
1948	13783	360
1949	13792	353
1950	13799	346
1951	13807	339
1952	13814	332
1953	13822	325
1954	13830	318
1955	13837	311
1956	13845	304
1957	13853	297
1958	13860	290
1959	13869	283
1960	13876	275
1961	13884	268
1962	13893	261
1963	13902	254
1964	13911	247
1965	13919	240
1966	13928	233
1967	13936	226
1968	13945	219
1969	13954	212
1970	13962	205
1971	13971	198
1972	13979	191
1973	13987	184
1974	13995	177
1975	14003	170
1976	14011	163
1977	14021	155
1978	14028	148
1979	14036	141
1980	14045	134
1981	14055	127
1982	14065	120
1983	14076	113
1984	14088	106
1985	14096	99
1986	14104	92
1987	14112	85
1988	14121	78
1989	14129	71
1990	14137	63
1991	14144	56
1992	14151	49
1993	14159	42
1994	14166	35
1995	14174	28
1996	14181	21
1997	14188	14
1998	14196	7
1999	14203	0
